Store No.,Name,Address,Street,City,State,Zip_Code,County,URL,Hours,Phone
369,Bj's Wholesale Club Montgomeryville,"640 Cowpath Rd, Lansdale, PA, 19446",640 Cowpath Rd,Lansdale,PA,19446,Montgomery,https://www.bjs.com/cl/Montgomeryville/0369,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,215-855-3684
368,Bj's Wholesale Club Chambersburg,"540 Gateway Ave, Chambersburg, PA, 17201",540 Gateway Ave,Chambersburg,PA,17201,Franklin,https://www.bjs.com/cl/Chambersburg/0368,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-6 PM |  Sat :- 9 AM-7PM,717-264-5202
22,Bj's Wholesale Club Philadelphia,"2044 Red Lion Rd, Philadelphia, PA, 19115",2044 Red Lion Rd,Philadelphia,PA,19115,Philadelphia,https://www.bjs.com/cl/Philadelphia/0022,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-6 PM |  Sat :- 9 AM-7PM,215-677-8213
306,Bj's Wholesale Club Middletown,"173 E Main Rd, Middletown, RI, 02842",173 E Main Rd,Middletown,RI,2842,Newport,https://www.bjs.com/cl/Middletown/0306,Mon-Fri :- 10 AM-6 PM | Sat :- 9 AM-7 PM | Sun :- 12 PM-5 PM,401-845-2117
208,Bj's Wholesale Club Johnston,"200 Stonehill Dr, Johnston, RI, 02919",200 Stonehill Dr,Johnston,RI,2919,Providence,https://www.bjs.com/cl/Johnston/0208,Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7 PM |  Sun :- 12 PM-5 PM,401-943-1043
119,Bj's Wholesale Club Coventry,"790 Ctr Of New England Blvd, Coventry, RI, 02816",790 Ctr Of New England Blvd,Coventry,RI,2816,Kent,https://www.bjs.com/cl/Coventry/0119,Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7 PM |  Sun :- 12 PM-5 PM,401-826-1653
378,Bj's Wholesale Club Summerville,"1035 Jockey Court, Summerville, SC, 29483",1035 Jockey Court,Summerville,SC,29483,Dorchester,https://www.bjs.com/cl/Summerville/0378,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,843-875-7875
139,Bj's Wholesale Club Mechanicsville,"7260 Bell Creek Rd, Mechanicsville, VA, 23111",7260 Bell Creek Rd,Mechanicsville,VA,23111,Hanover,https://www.bjs.com/cl/Mechanicsville/0139,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,804-559-9554
46,Bj's Wholesale Club Alexandria,"101 S Van Dorn St, Alexandria, VA, 22304",101 S Van Dorn St,Alexandria,VA,22304,Alexandria city,https://www.bjs.com/cl/Alexandria/0046,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,703-212-7359
186,Bj's Wholesale Club Hampton,"2000 Power Plant Parkway, Hampton, VA, 23666",2000 Power Plant Parkway,Hampton,VA,23666,Hampton city,https://www.bjs.com/cl/Hampton/0186,Mon-Fri :- 10 AM-7 PM | Sat :- 9 AM-7PM | Sun :- 12 PM-5 PM,757-826-5482
33,Bj's Wholesale Club Fairfax,"13053 Fair Lakes Shopping Ctr, Fairfax, VA, 22033",13053 Fair Lakes Shopping Ctr,Fairfax,VA,22033,Fairfax,https://www.bjs.com/cl/Fairfax/0033,Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,703-802-0612
219,Bj's Wholesale Club Roanoke,"1419 Hershberger Road NW, Roanoke, VA, 24012",1419 Hershberger Road NW,Roanoke,VA,24012,Roanoke city,https://www.bjs.com/cl/Roanoke/0219,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-6 PM |  Sat :- 9 AM-7PM,540-265-8654
198,Bj's Wholesale Club Richmond,"1320 Starling Dr, Henrico, VA, 23229",1320 Starling Dr,Henrico,VA,23229,Henrico,https://www.bjs.com/cl/Richmond/0198,Mon-Fri :- 10 AM-6 PM |  Sat :- 9 AM-7PM,804-750-1680
180,Bj's Wholesale Club Norfolk,"5820 E Virginia Beach Blvd, Norfolk, VA, 23502",5820 E Virginia Beach Blvd,Norfolk,VA,23502,Norfolk city,https://www.bjs.com/cl/Norfolk/0180,Mon-Fri :- 10 AM-6 PM |  Sat :- 9 AM-6 PM |,757-466-1560
70,Bj's Wholesale Club Chesapeake,"2301 Taylor Rd, Chesapeake, VA, 23321",2301 Taylor Rd,Chesapeake,VA,23321,Chesapeake city,https://www.bjs.com/cl/Chesapeake/0070,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-6 PM |  Sat :- 9 AM-7PM,757-465-1376
351,Bj's Wholesale Club Falls Church,"6607 Wilson Blvd, Falls Church, VA, 22044",6607 Wilson Blvd,Falls Church,VA,22044,Fairfax,https://www.bjs.com/cl/Falls-Church/0351,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,703-241-5689
36,Bj's Wholesale Club Virginia Beach,"3712 Virginia Beach Blvd, Virginia Beach, VA, 23452",3712 Virginia Beach Blvd,Virginia Beach,VA,23452,Virginia Beach city,https://www.bjs.com/cl/Virginia-Beach/0036,Sun :- 12 PM-5 PM | Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,757-463-3576
360,Bj's Wholesale Club Gainesville,"5100 Wellington Rd, Gainesville, VA, 20155",5100 Wellington Rd,Gainesville,VA,20155,Prince William,https://www.bjs.com/cl/Gainesville/0360,Mon/Tues/Wed/Fri :- 10 AM-6 PM |  Sat :- 9 AM-7PM,703-754-1730
41,Bj's Wholesale Club Woodbridge,"14123 Noblewood Plaza, Woodbridge, VA, 22193",14123 Noblewood Plaza,Woodbridge,VA,22193,Prince William,https://www.bjs.com/cl/Woodbridge/0041,Sun :- 12PM-5PM | Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,703-730-1895
69,Bj's Wholesale Club Fredericksburg,"3985 Plank Rd, Fredericksburg, VA, 22407",3985 Plank Rd,Fredericksburg,VA,22407,Spotsylvania,https://www.bjs.com/cl/Fredericksburg/0069,Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM |  Sun :- 12 PM-5PM,540-785-0219
178,Bj's Wholesale Club Newark,"100 Pencader Plaza, Newark, DE, 19713",100 Pencader Plaza,Newark,DE,19713,New Castle,https://www.bjs.com/cl/Newark/0178,Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM |  Sun :- 12 PM-5 PM,302-369-3780
54,Bj's Wholesale Club Pembroke Pines,"13700 Pines Blvd, Hollywood, FL, 33027",13700 Pines Blvd,Hollywood,FL,33027,Broward,https://www.bjs.com/cl/Pembroke-Pines/0054,Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,954-435-1144
315,Bj's Wholesale Club Torrington,"1280 East Main St, Torrington, CT, 06790",1280 East Main St,Torrington,CT,6790,Litchfield,https://www.bjs.com/cl/Torrington/0315,Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,860-489-2721
193,Bj's Wholesale Club Stratford,"955 Ferry Blvd, Stratford, CT, 06614",955 Ferry Blvd,Stratford,CT,6614,Fairfield,https://www.bjs.com/cl/Stratford/0193,Tues-Fri :- 10 AM-6 PM |  Sat :- 9 AM-5 PM,203-375-7988
78,Bj's Wholesale Club West Hartford,"507 New Park Ave, West Hartford, CT, 06110",507 New Park Ave,West Hartford,CT,6110,Hartford,https://www.bjs.com/cl/West-Hartford/0078,Fri :- 10 AM-7 PM |  Sun :- 12 PM-5PM,860-231-8160
184,Bj's Wholesale Club Manchester,"1046 Tolland Turnpike, Manchester, CT, 06042",1046 Tolland Turnpike,Manchester,CT,6042,Hartford,https://www.bjs.com/cl/Manchester/0184,Mon/Tue/Thurs/Fri/Sat :- 9 AM-6PM,860-645-3822
93,Bj's Wholesale Club North Haven,"555 Universal Dr N, North Haven, CT, 06473",555 Universal Dr N,North Haven,CT,6473,New Haven,https://www.bjs.com/cl/North-Haven/0093,Mon-Sat :- 9 AM-7 PM | Sun :- 12 PM-5 PM,203-234-2695
84,Bj's Wholesale Club Waterford,"125 Cross Rd, Waterford, CT, 06385",125 Cross Rd,Waterford,CT,6385,New London,https://www.bjs.com/cl/Waterford/0084,Mon/Tue/Thurs/Fri :- 10 AM-7 PM |  Sat :- 9 AM -7PM,860-437-8455
173,Bj's Wholesale Club Wallingford,"1046 N Colony Rd, Wallingford, CT, 06492",1046 N Colony Rd,Wallingford,CT,6492,New Haven,https://www.bjs.com/cl/Wallingford/0173,Mon-Fri :- 9 AM-7 PM |  Sat :- 9 AM-7 PM | Sun :- 12 PM-5 PM,203-269-9925
318,Bj's Wholesale Club Derby,"20 Division St, Derby, CT, 06418",20 Division St,Derby,CT,6418,New Haven,https://www.bjs.com/cl/Derby/0318,Mon-Sat :- 10 AM-6 PM,203-732-7638
31,Bj's Wholesale Club Fairfield,"40 Black Rock Tpke, Fairfield, CT, 06825",40 Black Rock Tpke,Fairfield,CT,6825,Fairfield,https://www.bjs.com/cl/Fairfield/0031,Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7 PM  | Sun :- 12 PM-5 PM,203-333-9596
37,Bj's Wholesale Club Waterbury,"344 Reidville Dr, Waterbury, CT, 06705",344 Reidville Dr,Waterbury,CT,6705,New Haven,https://www.bjs.com/cl/Waterbury/0037,Mon/Tues/Thurs/Fri/Sat :- 9 AM-5 PM,203-574-7775
203,Bj's Wholesale Club Southington,"75 Spring St, Southington, CT, 06489",75 Spring St,Southington,CT,6489,Hartford,https://www.bjs.com/cl/Southington/0203,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,860-628-0159
214,Bj's Wholesale Club Brookfield,"106 Federal Rd, Brookfield, CT, 06804",106 Federal Rd,Brookfield,CT,6804,Fairfield,https://www.bjs.com/cl/Brookfield/0214,Mon-Sat :- 10 AM-7 PM,203-740-0961
197,Bj's Wholesale Club Millsboro,"26676 Centerview Dr, Millsboro, DE, 19966",26676 Centerview Dr,Millsboro,DE,19966,Sussex,https://www.bjs.com/cl/Millsboro/0197,Sun :- 12 PM-5PM  |  Mon-Fri :- 9 AM-7 PM |  Sat :- 9 AM-7PM,302-934-1402
354,Bj's Wholesale Club Elsmere,"2131 Kirkwood Hwy, Wilmington, DE, 19805",2131 Kirkwood Hwy,Wilmington,DE,19805,New Castle,https://www.bjs.com/cl/Elsmere/0354,Sun:12PM-5:PM | Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,302-999-9657
15,Bj's Wholesale Club New Castle,"124 Sunset Blvd, New Castle, DE, 19720",124 Sunset Blvd,New Castle,DE,19720,New Castle,https://www.bjs.com/cl/New-Castle/0015,Sun :- 12PM-5PM | Mon-Fri :- 10 AM-7 PM |  Sat :- 9AM-7PM,302-322-4131
170,Bj's Wholesale Club Homestead,"650 Se 8th St, Homestead, FL, 33034",650 Se 8th St,Homestead,FL,33034,Miami-Dade,https://www.bjs.com/cl/Homestead/0170,Mon-Fri :- 10 AM-6 PM |  Sat :- 9 AM-7PM,305-248-7538
367,Bj's Wholesale Club Coral Way,"7050 Coral Way, Miami, FL, 33155",7050 Coral Way,Miami,FL,33155,Miami-Dade,https://www.bjs.com/cl/Coral-Way/0367,Sun :- 12 PM-5PM  |  Mon-Fri :- 10 AM-7 PM |  Sat :- 9 AM-7PM,305-262-8480
